userID,food,rating
14,삼겹살,5
14,보쌈,3
14,족발,5
14,곱창,5
14,떡볶이,2
14,돈까스,3
14,제육볶음,5
14,매운탕,1
14,청국장,1
14,순대국밥,2
14,감자탕,2
14,냉면,4
14,추어탕,1
14,낙지볶음,4
14,육개장,4
14,찜닭,4
14,나주곰탕,1
14,소머리 국밥,4
14,물회,2
14,샤브샤브,2
14,간장게장,1
14,칼국수,1
14,짜장면,3
14,짬뽕,4
14,탕수육,2
14,마라탕,5
14,양꼬치,3
14,마파두부밥,1
14,유산슬,2
14,깐풍기,4
14,훠궈,1
14,팔보채,5
14,우동,2
14,생선회,5
14,초밥,5
14,돈부리 덮밥,4
14,라멘,2
14,메밀소바,1
14,타코야끼,4
14,오코노미야끼,1
14,스키야키,3
14,규카츠,3
14,치킨,5
14,스파게티,2
14,피자,3
14,햄버거,4
14,스테이크,5
14,부리또,1
14,타코,2
14,리조또,3
14,쌀국수,1
14,팟타이,2
15,비빔밥,3
15,볶음밥,5
15,김치찌개,5
15,된장찌개,5
15,순두부찌개,3
15,삼계탕,5
15,갈비,5
15,생선구이,3
15,삼겹살,5
15,보쌈,5
15,족발,4
15,곱창,4
15,떡볶이,4
15,돈까스,4
15,제육볶음,3
15,매운탕,3
15,청국장,3
15,순대국밥,4
15,감자탕,3
15,냉면,3
15,추어탕,2
15,낙지볶음,1
15,육개장,1
15,찜닭,1
15,나주곰탕,1
15,소머리 국밥,4
15,물회,4
15,샤브샤브,1
15,간장게장,2
15,칼국수,2
15,짜장면,2
15,짬뽕,5
15,탕수육,5
15,마라탕,1
15,양꼬치,2
15,마파두부밥,3
15,유산슬,4
15,깐풍기,4
15,훠궈,3
15,팔보채,1
15,우동,1
15,생선회,5
15,초밥,5
15,돈부리 덮밥,1
15,라멘,4
15,메밀소바,2
15,타코야끼,4
15,오코노미야끼,2
15,스키야키,3
15,규카츠,3
15,치킨,5
15,스파게티,3
15,피자,5
15,햄버거,4
15,스테이크,4
15,부리또,2
15,타코,2
15,리조또,1
15,쌀국수,1
15,팟타이,3
16,비빔밥,2
16,볶음밥,3
16,김치찌개,4
16,된장찌개,3
16,순두부찌개,4
16,삼계탕,3
16,갈비,5
16,생선구이,2
16,삼겹살,5
16,보쌈,3
16,족발,5
16,곱창,5
16,떡볶이,2
16,돈까스,4
16,제육볶음,4
16,매운탕,1
16,청국장,1
16,순대국밥,5
16,감자탕,4
16,냉면,4
16,추어탕,1
16,낙지볶음,1
16,육개장,2
16,찜닭,2
16,나주곰탕,1
16,소머리 국밥,5
16,물회,1
16,샤브샤브,3
16,간장게장,2
16,칼국수,3
16,짜장면,4
16,짬뽕,5
16,탕수육,5
16,마라탕,1
16,양꼬치,4
16,마파두부밥,1
16,유산슬,3
16,깐풍기,2
16,훠궈,2
16,팔보채,3
16,우동,3
16,생선회,5
16,초밥,5
16,돈부리 덮밥,3
16,라멘,4
16,메밀소바,2
16,타코야끼,1
16,오코노미야끼,1
16,스키야키,2
16,규카츠,4
16,치킨,5
16,스파게티,3
16,피자,4
16,햄버거,1
16,스테이크,5
16,부리또,1
16,타코,3
16,리조또,2
16,쌀국수,4
16,팟타이,2
17,비빔밥,2
17,볶음밥,3
17,김치찌개,5
17,된장찌개,5
17,순두부찌개,5
17,삼계탕,4
17,갈비,5
17,생선구이,3
17,삼겹살,5
17,보쌈,5
17,족발,4
17,곱창,4
17,떡볶이,3
17,돈까스,3
17,제육볶음,4
17,매운탕,2
17,청국장,4
17,순대국밥,3
17,감자탕,2
17,냉면,1
17,추어탕,1
17,낙지볶음,2
17,육개장,1
17,찜닭,4
17,나주곰탕,2
17,소머리 국밥,1
17,물회,3
17,샤브샤브,1
17,간장게장,2
17,칼국수,1
17,짜장면,4
17,짬뽕,2
17,탕수육,5
17,마라탕,2
17,양꼬치,5
17,마파두부밥,3
17,유산슬,3
17,깐풍기,4
17,훠궈,1
17,팔보채,1
17,우동,3
17,생선회,5
17,초밥,5
17,돈부리 덮밥,4
17,라멘,3
17,메밀소바,4
17,타코야끼,2
17,오코노미야끼,2
17,스키야키,1
17,규카츠,1
17,치킨,5
17,스파게티,2
17,피자,2
17,햄버거,4
17,스테이크,5
17,부리또,4
17,타코,3
17,리조또,1
17,쌀국수,3
17,팟타이,1
18,비빔밥,1
18,볶음밥,2
18,김치찌개,3
18,된장찌개,4
18,순두부찌개,3
18,삼계탕,2
18,갈비,2
18,생선구이,3
18,삼겹살,4
18,보쌈,3
18,족발,1
18,곱창,1
18,떡볶이,2
18,돈까스,3
18,제육볶음,4
18,매운탕,5
18,청국장,1
18,순대국밥,5
18,감자탕,5
18,냉면,5
18,추어탕,3
18,낙지볶음,2
18,육개장,4
18,찜닭,2
18,나주곰탕,3
18,소머리 국밥,1
18,물회,1
18,샤브샤브,4
18,간장게장,3
18,칼국수,4
18,짜장면,5
18,짬뽕,5
18,탕수육,5
18,마라탕,5
18,양꼬치,5
18,마파두부밥,5
18,유산슬,5
18,깐풍기,5
18,훠궈,5
18,팔보채,5
18,우동,5
18,생선회,5
18,초밥,5
18,돈부리 덮밥,5
18,라멘,5
18,메밀소바,5
18,타코야끼,5
18,오코노미야끼,5
18,스키야키,3
18,규카츠,4
18,치킨,5
18,스파게티,5
18,피자,5
18,햄버거,5
18,스테이크,5
18,부리또,5
18,타코,5
18,리조또,5
18,쌀국수,5
18,팟타이,5
19,비빔밥,4
19,볶음밥,5
19,김치찌개,4
19,된장찌개,5
19,순두부찌개,5
19,삼계탕,4
19,갈비,5
19,생선구이,3
19,삼겹살,5
19,보쌈,4
19,족발,4
19,곱창,3
19,떡볶이,5
19,돈까스,3
19,제육볶음,3
19,매운탕,4
19,청국장,1
19,순대국밥,3
19,감자탕,4
19,냉면,4
19,추어탕,1
19,낙지볶음,3
19,육개장,2
19,찜닭,3
19,나주곰탕,2
19,소머리 국밥,2
19,물회,3
19,샤브샤브,3
19,간장게장,2
19,칼국수,5
19,짜장면,4
19,짬뽕,5
19,탕수육,5
19,마라탕,5
19,양꼬치,5
19,마파두부밥,1
19,유산슬,2
19,깐풍기,2
19,훠궈,4
19,팔보채,2
19,우동,3
19,생선회,5
19,초밥,5
19,돈부리 덮밥,4
19,라멘,3
19,메밀소바,3
19,타코야끼,4
19,오코노미야끼,2
19,스키야키,2
19,규카츠,3
19,치킨,5
19,스파게티,4
19,피자,4
19,햄버거,5
19,스테이크,5
19,부리또,4
19,타코,4
19,리조또,4
19,쌀국수,3
19,팟타이,3
20,비빔밥,2
20,볶음밥,4
20,김치찌개,4
20,된장찌개,4
20,순두부찌개,2
20,삼계탕,1
20,갈비,4
20,생선구이,1
20,삼겹살,4
20,보쌈,2
20,족발,3
20,곱창,5
20,떡볶이,3
20,돈까스,2
20,제육볶음,3
20,매운탕,3
20,청국장,1
20,순대국밥,2
20,감자탕,3
20,냉면,5
20,추어탕,1
20,낙지볶음,2
20,육개장,1
20,찜닭,5
20,나주곰탕,1
20,소머리 국밥,5
20,물회,5
20,샤브샤브,3
20,간장게장,4
20,칼국수,5
20,짜장면,5
20,짬뽕,5
20,탕수육,4
20,마라탕,3
20,양꼬치,2
20,마파두부밥,2
20,유산슬,1
20,깐풍기,4
20,훠궈,3
20,팔보채,1
20,우동,3
20,생선회,5
20,초밥,5
20,돈부리 덮밥,2
20,라멘,4
20,메밀소바,2
20,타코야끼,1
20,오코노미야끼,1
20,스키야키,3
20,규카츠,4
20,치킨,2
20,스파게티,5
20,피자,5
20,햄버거,4
20,스테이크,3
20,부리또,3
20,타코,2
20,리조또,1
20,쌀국수,4
20,팟타이,1
21,비빔밥,2
21,볶음밥,4
21,김치찌개,4
21,된장찌개,3
21,순두부찌개,5
21,삼계탕,5
21,갈비,5
21,생선구이,2
21,삼겹살,5
21,보쌈,5
21,족발,5
21,곱창,2
21,떡볶이,4
21,돈까스,4
21,제육볶음,3
21,매운탕,3
21,청국장,1
21,순대국밥,1
21,감자탕,4
21,냉면,3
21,추어탕,1
21,낙지볶음,1
21,육개장,3
21,찜닭,4
21,나주곰탕,3
21,소머리 국밥,2
21,물회,1
21,샤브샤브,2
21,간장게장,2
21,칼국수,2
21,짜장면,4
21,짬뽕,5
21,탕수육,5
21,마라탕,2
21,양꼬치,4
21,마파두부밥,3
21,유산슬,2
21,깐풍기,3
21,훠궈,1
21,팔보채,1
21,우동,5
21,생선회,3
21,초밥,1
21,돈부리 덮밥,2
21,라멘,5
21,메밀소바,2
21,타코야끼,3
21,오코노미야끼,4
21,스키야키,1
21,규카츠,4
21,치킨,5
21,스파게티,5
21,피자,4
21,햄버거,4
21,스테이크,3
21,부리또,3
21,타코,2
21,리조또,2
21,쌀국수,1
21,팟타이,1
22,비빔밥,5
22,볶음밥,4
22,김치찌개,5
22,된장찌개,4
22,순두부찌개,2
22,삼계탕,3
22,갈비,4
22,생선구이,2
22,삼겹살,4
22,보쌈,4
22,족발,4
22,곱창,3
22,떡볶이,5
22,돈까스,4
22,제육볶음,4
22,매운탕,4
22,청국장,2
22,순대국밥,2
22,감자탕,3
22,냉면,5
22,추어탕,3
22,낙지볶음,4
22,육개장,3
22,찜닭,3
22,나주곰탕,3
22,소머리 국밥,3
22,물회,4
22,샤브샤브,3
22,간장게장,3
22,칼국수,3
22,짜장면,4
22,짬뽕,3
22,탕수육,3
22,마라탕,2
22,양꼬치,3
22,마파두부밥,4
22,유산슬,2
22,깐풍기,2
22,훠궈,2
22,팔보채,2
22,우동,2
22,생선회,3
22,초밥,4
22,돈부리 덮밥,3
22,라멘,1
22,메밀소바,2
22,타코야끼,2
22,오코노미야끼,2
22,스키야키,3
22,규카츠,4
22,치킨,4
22,스파게티,5
22,피자,3
22,햄버거,2
22,스테이크,4
22,부리또,3
22,타코,3
22,리조또,4
22,쌀국수,3
22,팟타이,3
23,비빔밥,4
23,볶음밥,2
23,김치찌개,3
23,된장찌개,4
23,순두부찌개,3
23,삼계탕,1
23,갈비,5
23,생선구이,4
23,삼겹살,4
23,보쌈,1
23,족발,2
23,곱창,5
23,떡볶이,5
23,돈까스,3
23,제육볶음,4
23,매운탕,2
23,청국장,1
23,순대국밥,3
23,감자탕,1
23,냉면,3
23,추어탕,1
23,낙지볶음,3
23,육개장,2
23,찜닭,4
23,나주곰탕,2
23,소머리 국밥,1
23,물회,2
23,샤브샤브,5
23,간장게장,5
23,칼국수,5
23,짜장면,4
23,짬뽕,4
23,탕수육,5
23,마라탕,2
23,양꼬치,1
23,마파두부밥,2
23,유산슬,5
23,깐풍기,3
23,훠궈,1
23,팔보채,3
23,우동,5
23,생선회,3
23,초밥,5
23,돈부리 덮밥,1
23,라멘,1
23,메밀소바,4
23,타코야끼,2
23,오코노미야끼,2
23,스키야키,3
23,규카츠,4
23,치킨,5
23,스파게티,2
23,피자,4
23,햄버거,5
23,스테이크,2
23,부리또,1
23,타코,1
23,리조또,4
23,쌀국수,3
23,팟타이,3
24,비빔밥,2
24,볶음밥,3
24,김치찌개,4
24,된장찌개,4
24,순두부찌개,3
24,삼계탕,5
24,갈비,3
24,생선구이,1
24,삼겹살,5
24,보쌈,3
24,족발,4
24,곱창,5
24,떡볶이,5
24,돈까스,5
24,제육볶음,3
24,매운탕,3
24,청국장,3
24,순대국밥,4
24,감자탕,4
24,냉면,3
24,추어탕,1
24,낙지볶음,2
24,육개장,3
24,찜닭,3
24,나주곰탕,2
24,소머리 국밥,1
24,물회,4
24,샤브샤브,5
24,간장게장,4
24,칼국수,4
24,짜장면,4
24,짬뽕,4
24,탕수육,5
24,마라탕,5
24,양꼬치,3
24,마파두부밥,3
24,유산슬,1
24,깐풍기,2
24,훠궈,2
24,팔보채,1
24,우동,3
24,생선회,3
24,초밥,5
24,돈부리 덮밥,1
24,라멘,1
24,메밀소바,4
24,타코야끼,5
24,오코노미야끼,4
24,스키야키,2
24,규카츠,2
24,치킨,5
24,스파게티,4
24,피자,5
24,햄버거,3
24,스테이크,3
24,부리또,1
24,타코,1
24,리조또,2
24,쌀국수,2
24,팟타이,1
25,비빔밥,5
25,볶음밥,2
25,김치찌개,4
25,된장찌개,4
25,순두부찌개,5
25,삼계탕,2
25,갈비,4
25,생선구이,2
25,삼겹살,4
25,보쌈,2
25,족발,3
25,곱창,3
25,떡볶이,5
25,돈까스,3
25,제육볶음,3
25,매운탕,1
25,청국장,2
25,순대국밥,5
25,감자탕,5
25,냉면,3
25,추어탕,1
25,낙지볶음,1
25,육개장,3
25,찜닭,5
25,나주곰탕,4
25,소머리 국밥,3
25,물회,1
25,샤브샤브,4
25,간장게장,1
25,칼국수,2
25,짜장면,2
25,짬뽕,4
25,탕수육,5
25,마라탕,3
25,양꼬치,3
25,마파두부밥,2
25,유산슬,1
25,깐풍기,4
25,훠궈,5
25,팔보채,1
25,우동,2
25,생선회,2
25,초밥,4
25,돈부리 덮밥,5
25,라멘,1
25,메밀소바,3
25,타코야끼,5
25,오코노미야끼,4
25,스키야키,3
25,규카츠,1
25,치킨,5
25,스파게티,1
25,피자,3
25,햄버거,2
25,스테이크,4
25,부리또,3
25,타코,4
25,리조또,2
25,쌀국수,5
25,팟타이,1
26,비빔밥,3
26,볶음밥,4
26,김치찌개,5
26,된장찌개,3
26,순두부찌개,3
26,삼계탕,2
26,갈비,5
26,생선구이,5
